"course_title","price","num_subscribers","num_reviews","num_lectures","content_duration","is_paid.f","level.f","subject.f"
"AutoCAD Course - Learn Online AutoCAD in Urdu Hindi",0,105,2,22,2,"False","All Levels","Graphic Design"
"Mind-Blowing Photoshop: Master Skills Season 1",20,94,3,69,3,"True","All Levels","Graphic Design"
"Architectural Drawing For Creatives",195,5,0,156,24,"True","All Levels","Graphic Design"
"Adobe Photoshop (Complete Beginner)",200,98,3,33,2,"True","Beginner Level","Graphic Design"
"Character Design",75,5,0,24,2,"True","Intermediate Level","Graphic Design"
"Icon Design Masterclass: Learn Icon Design Principles",40,6,0,15,2.5,"True","Beginner Level","Graphic Design"
"create stunning Photoshop compositions in minutes",20,5,0,29,2,"True","All Levels","Graphic Design"
"Marvelous Logo Design",20,91,5,13,1.5,"True","All Levels","Graphic Design"
"Canva Complete Course For Graphics Design | 20 Projects",20,3,3,27,2.5,"True","All Levels","Graphic Design"
"The Complete Video Production Guide - Learn Top Video Tools",195,121,9,77,7.5,"True","All Levels","Graphic Design"
"Drawing With Confidence",25,105,7,10,2,"True","All Levels","Graphic Design"
"Add realistic car paint to your pencil drawing in Photoshop!",25,17,3,8,1,"True","Beginner Level","Graphic Design"
"T-Shirt Sales - Merch By Amazon Profit Formula With Canva",20,380,1,26,1,"True","All Levels","Graphic Design"
"Learn print production from start to finish",35,494,6,16,1,"True","All Levels","Graphic Design"
"Step by Step Gif animation in Photoshop",20,518,2,17,1,"True","All Levels","Graphic Design"
"Adobe - Create a professional logo step-by-step (Farming)",20,214,0,15,1,"True","All Levels","Graphic Design"
"Adobe Illustrator CC Advanced",30,11,1,27,1.5,"True","Beginner Level","Graphic Design"
"Mastering Realistic Real Life Drawing with Pencil",20,33,5,12,0.65,"True","Beginner Level","Graphic Design"
"Silhouettes that Sells",25,9,1,13,1,"True","Beginner Level","Graphic Design"
"FullPage: The Complete Guide to Flat Websites",20,817,14,13,0.633333333333333,"True","All Levels","Graphic Design"
"How to design professional PowerPoint business presentation",20,286,7,7,1,"True","All Levels","Graphic Design"
"Pic Monkey for Beginners - Graphic Design and Photo Editing",20,774,3,17,3,"True","Beginner Level","Graphic Design"
"Corel Painter 2016",40,41,9,86,8,"True","All Levels","Graphic Design"
"eBook Cover Design",20,30,3,14,1.5,"True","Intermediate Level","Graphic Design"
"Photoshop tips and tricks, how to change clothes",20,837,4,26,2,"True","All Levels","Graphic Design"
"How to make Better Compositions: Take your art to new height",30,11,3,8,0.533333333333333,"True","All Levels","Graphic Design"
"Adobe Photoshop CC | The Essential Guide",20,254,5,81,4.5,"True","All Levels","Graphic Design"
"Learn to Composite a 2D Action Shot in Photoshop",20,40,2,8,1.5,"True","Beginner Level","Graphic Design"
"Infographic Design: How To Create Your Own Infographic",20,84,8,13,2,"True","All Levels","Graphic Design"
"Autodesk Inventor 2016 : Complete Guide ",20,23,4,83,7.5,"True","Beginner Level","Graphic Design"
"Amazing Graphic Design for Beginners",20,32,10,5,0.7,"True","Beginner Level","Graphic Design"
"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,4529,193,7,0.6,"False","Beginner Level","Musical Instruments"
"Instant Harmonica - Christmas. Play Jingle Bells Part 1 now",20,823,11,10,0.7,"True","All Levels","Musical Instruments"
"Playing Piano:  Popular Pieces Vol. II",150,1472,4,24,1.5,"True","Beginner Level","Musical Instruments"
"Ninja Chord Changes - Master your guitar chord changes",30,1327,11,13,1.5,"True","Beginner Level","Musical Instruments"
"Your First 10 Guitar Lessons - Learn how to play guitar",0,924,4,18,1,"False","Beginner Level","Musical Instruments"
"Pentatonic Scale Crash Course for Bass Guitar",0,898,6,24,1,"False","Intermediate Level","Musical Instruments"
"Modal Theory for Guitar (Guitar Lessons from Lutz Academy)",50,1039,29,9,1.5,"True","All Levels","Musical Instruments"
"Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas",80,1474,10,102,2,"True","All Levels","Musical Instruments"
"Learn Jazz Piano Today",50,1167,66,44,3,"True","All Levels","Musical Instruments"
"Learn To Play The Drums Without A Drum Kit",25,1589,52,39,2,"True","All Levels","Musical Instruments"
"Learn Travis Picking From Scratch",40,219,30,25,1.5,"True","Intermediate Level","Musical Instruments"
"Instant Harmonica - how to get single notes in 5 easy steps",20,835,10,7,0.633333333333333,"True","Beginner Level","Musical Instruments"
"Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings",70,747,5,28,1,"True","All Levels","Musical Instruments"
"Teaching Music : Start teaching an instrument successfully.",30,1337,5,18,1.5,"True","Beginner Level","Musical Instruments"
"Strumming from scratch - Rhythm guitar lesson for Beginners",0,530,11,13,2,"False","Beginner Level","Musical Instruments"
"Blues Guitar Lessons - From Texas To Carolina",20,1297,12,9,2.5,"True","Intermediate Level","Musical Instruments"
"Instant Harmonica - play the groovy Beatles Yesterday today!",40,295,7,14,1,"True","All Levels","Musical Instruments"
"Beginner Guitar Quick-Start Course",0,2084,20,7,1,"False","Beginner Level","Musical Instruments"
"Mike G's Beginner Drum Course: Part 1",35,515,14,20,3,"True","Beginner Level","Musical Instruments"
"Guitar for Beginners - Learn the Basics",20,1026,13,19,0.516666666666667,"True","Beginner Level","Musical Instruments"
"How To Play The Djembe: For Beginners",30,414,18,19,1,"True","All Levels","Musical Instruments"
"Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials",45,198,21,15,2.5,"True","All Levels","Musical Instruments"
"Beginner Guitar - 38 Easy Lessons You Needs to Get Started",40,250,24,39,3,"True","Beginner Level","Musical Instruments"
"Bass Guitar Lessons For Beginners",95,180,21,38,2.5,"True","Beginner Level","Musical Instruments"
"Pure Pentatonic Power: Rock and Blues Guitar Soloing",50,128,10,18,2,"True","All Levels","Musical Instruments"
"Rock Drumset Grooves: Level 1",20,709,12,38,2,"True","Beginner Level","Musical Instruments"
"Guitar: The Next Level",55,117,12,10,1,"True","Beginner Level","Musical Instruments"
"Learn to Play Euphonium: Beginner to Pro in Under Five Hours",50,305,39,108,7,"True","Beginner Level","Musical Instruments"
"Learn Oud 1 (No Prior Music Knowledge Required!)",20,153,27,38,3.5,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play Dylan's Blowing in the Wind today!",20,81,5,14,1,"True","All Levels","Musical Instruments"
"Improvise On The Piano In 30 Minutes",40,85,8,19,1.5,"True","Beginner Level","Musical Instruments"
"Cajon Step-by-Step: Beginner > Intermediate > Advanced",35,73,9,45,3,"True","All Levels","Musical Instruments"
"Blues Guitar Lessons - Volume 2 - Slow Blues Essentials",45,178,21,11,2,"True","All Levels","Musical Instruments"
"Instant Harmonica - play the gorgeous Skye Boat Song now!",20,122,9,11,0.633333333333333,"True","Beginner Level","Musical Instruments"
"Learn to Play Trombone: Go From Beginner to Pro in No Time!",50,402,47,123,7.5,"True","All Levels","Musical Instruments"
"FingerstyleGuitar by Jacques Stotzem - Basic Level",30,119,12,16,1.5,"True","All Levels","Musical Instruments"
"Instant Harmonica - play two Star Wars themes in 30 minutes ",20,605,21,11,0.7,"True","Beginner Level","Musical Instruments"
"Play Piano To-day! - Beginner Piano Lessons For Busy People!",100,476,16,91,4,"True","Beginner Level","Musical Instruments"
"Learn to Play the Flute: Beginner to Pro in Under Five Hours",50,707,116,108,7,"True","Beginner Level","Musical Instruments"
"Play Piano 7: Improvise on For All We Know in F Key by Ear",50,438,3,77,1.5,"True","All Levels","Musical Instruments"
"World's Fastest Piano Method - The Piano Revolution!",95,1199,58,31,2,"True","Beginner Level","Musical Instruments"
"Learn to Play the Trumpet: Beginner to Pro Made the Easy Way",50,966,157,145,7.5,"True","Beginner Level","Musical Instruments"
"Learn to Play Clarinet: Beginner to Pro in Under Five Hours",50,877,93,88,6,"True","Beginner Level","Musical Instruments"
"Learn To Play The Piano Using Pop, R&B and Gospel Chords",50,1504,15,14,0.683333333333333,"True","All Levels","Musical Instruments"
"Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key",95,1064,11,110,2.5,"True","All Levels","Musical Instruments"
"Worship Piano: From Beginner to Pro",80,117,11,32,3,"True","All Levels","Musical Instruments"
"Easy to play Christmas Songs for Guitar",100,1229,8,11,0.5,"True","All Levels","Musical Instruments"
"Ultimate Blues Guitar Beginner Lessons",20,922,57,90,10.5,"True","Beginner Level","Musical Instruments"
"How to Play Piano - Your First Lesson!",0,662,7,13,0.516666666666667,"False","Beginner Level","Musical Instruments"
"Playing Piano : Reading and Playing Classical Tunes Vol.I",50,1732,6,34,2,"True","Beginner Level","Musical Instruments"
"Blues School! A Course For Beginners in Blues Piano & Improv",120,326,44,54,3,"True","All Levels","Musical Instruments"
"Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells",80,1284,6,99,2,"True","All Levels","Musical Instruments"
"31 Day Guitar Challenge",40,1029,22,32,3.5,"True","Beginner Level","Musical Instruments"
"Percussive Fingerstyle Guitar",50,886,43,74,1.5,"True","Intermediate Level","Musical Instruments"
"Learn to Play Saxophone: Beginner to Pro in Under Four Hours",50,1213,158,77,5,"True","Beginner Level","Musical Instruments"
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",100,1605,19,52,2,"True","Beginner Level","Musical Instruments"
"Guitar Insanity Workout - Eatmystrings!",50,2673,17,29,2.5,"True","All Levels","Musical Instruments"
"Playing Piano:  Play Chords and Popular Pieces Vol.I",100,1987,7,43,3,"True","Beginner Level","Musical Instruments"
"Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi",75,1052,6,43,0.5,"True","Intermediate Level","Musical Instruments"
"Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs",50,1548,10,20,2,"True","Beginner Level","Musical Instruments"
"Guitar Fretboard Mastery for the Blues Guitarist",20,257,6,5,1,"True","All Levels","Musical Instruments"
"Quick & Easy Piano Chords: Play more songs with more chords",55,1818,4,90,2.5,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play Scarborough Fair in 8 easy lectures",40,543,4,12,1,"True","Beginner Level","Musical Instruments"
"Piano With Willie: Blues n' Boogie Vol. 2",40,95,8,11,2.5,"True","Intermediate Level","Musical Instruments"
"Have Fun with Beginner Blues Piano",75,321,24,27,2.5,"True","All Levels","Musical Instruments"
"Learn to Play Harp: Beginners Course",0,408,7,10,0.683333333333333,"False","Beginner Level","Musical Instruments"
"Instant Harmonica - play this classic 8 bar blues tune!",40,43,4,13,1,"True","All Levels","Musical Instruments"
"Guitar Lessons - Learning The Neck - Fretboard Mastery",45,239,30,49,6,"True","All Levels","Musical Instruments"
"Take your double bass drum technique to the next level",40,584,7,196,5.5,"True","Intermediate Level","Musical Instruments"
"How To Play The Cajon: For Beginners",30,144,15,25,1.5,"True","All Levels","Musical Instruments"
"Slide Guitar- Slide Soloing Essentials",50,297,20,17,3,"True","All Levels","Musical Instruments"
"Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales",60,1137,4,45,1,"True","All Levels","Musical Instruments"
"Learn Acoustic Guitar for Worship",40,86,18,26,2,"True","Beginner Level","Musical Instruments"
"Learn 3 - All Time A R Rahman Hits on Carnatic Flute!",70,98,18,31,2.5,"True","Intermediate Level","Musical Instruments"
"Guitar Lessons: The Essential Beginner & Intermediate Course",0,2566,39,23,2,"False","All Levels","Musical Instruments"
"Instant Harmonica - play the groovy Irish Washerwoman now!",40,55,8,13,1,"True","Beginner Level","Musical Instruments"
"Music Fundamentals: Learn Beatmaking with Pen Tapping",200,537,2,22,2,"True","All Levels","Musical Instruments"
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",115,595,20,33,2,"True","All Levels","Musical Instruments"
"Beginner Guitar Lessons by Paul Gronow",50,659,4,46,3.5,"True","All Levels","Musical Instruments"
"Guitar Fretboard Secrets",55,186,13,35,2,"True","Intermediate Level","Musical Instruments"
"Learn to Play French Horn: Beginner to Pro Made the Easy Way",50,460,27,131,8,"True","Beginner Level","Musical Instruments"
"150 Rock Guitar Licks You MUST Know",45,252,14,21,4.5,"True","All Levels","Musical Instruments"
"Didgeridoo - from zero to HERO! Part One - beginning",35,87,11,38,3,"True","Beginner Level","Musical Instruments"
"Learn Piano Scales: Play any song in any key! Like Pro's do",50,1720,9,26,2.5,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play the groovy Valens La Bamba now!",20,390,4,10,0.733333333333333,"True","Beginner Level","Musical Instruments"
"Blues Master - Beginner's Techniques Piano Course",0,2618,41,16,1.5,"False","All Levels","Musical Instruments"
"How to play Djembe, Drums & Rhythm. Level 2",40,390,14,36,2,"True","Intermediate Level","Musical Instruments"
"Instant Harmonica - play Amazing Grace with grace and ease!",40,496,6,14,1,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play Amazing Grace + Ode to Joy now!",40,341,7,23,1.5,"True","All Levels","Musical Instruments"
"Play Thousands of Songs On The Guitar | Cheater Chords",100,97,5,12,1,"True","Beginner Level","Musical Instruments"
"Piano Improvisation from Day One",20,1249,37,21,3,"True","All Levels","Musical Instruments"
"Classical Guitar Essentials - The Basics Part 1",65,861,19,52,4.5,"True","Beginner Level","Musical Instruments"
"Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run",60,973,8,74,2,"True","All Levels","Musical Instruments"
"Play all major scales by ear - no notation required!",40,868,8,62,3.5,"True","Beginner Level","Musical Instruments"
"How to play in a local Irish music session with confidence",40,193,5,8,1,"True","All Levels","Musical Instruments"
"The Total Beginner's Guitar Course",0,9193,357,17,1.5,"False","Beginner Level","Musical Instruments"
"Virtual Piano Lessons - A New Way To Learn Piano",50,5830,29,12,1,"True","All Levels","Musical Instruments"
"16 Guitar Chords to Jam With - (Beginner - Intermediate)",20,1224,19,20,1,"True","Beginner Level","Musical Instruments"
"Free Beginner Electric Guitar Lessons",0,101154,1042,95,4.5,"False","Beginner Level","Musical Instruments"
"101 Awesome Rockabilly Guitar Licks",40,407,64,33,2.5,"True","Intermediate Level","Musical Instruments"
"A beginner`s guide to fingerpicking and strumming guitar'",0,3481,29,20,2,"False","Beginner Level","Musical Instruments"
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",40,124,8,14,1,"True","Beginner Level","Musical Instruments"
"Your First Course on Piano",70,2002,34,33,4,"True","Beginner Level","Musical Instruments"
"Acoustic Guitar Basics",0,14495,224,21,2,"False","Beginner Level","Musical Instruments"
"Cracking the Violin Code!",120,746,82,40,5.5,"True","All Levels","Musical Instruments"
"Instant Bodhran - part one; learn the basics of drumming now",30,920,31,9,1,"True","Beginner Level","Musical Instruments"
"Play The Piano By Ear | Master Class, Learn By Doing",175,362,38,27,2.5,"True","All Levels","Musical Instruments"
"Discover Classical Guitar Level 2   ",75,927,35,123,11.5,"True","Intermediate Level","Musical Instruments"
"Fingerpicking Classics - Great songs played fingerstyle!",20,953,11,13,2,"True","All Levels","Musical Instruments"
"6 Must Know Tricks to Successful Solos",35,469,38,30,4,"True","All Levels","Musical Instruments"
"CAGED System for Guitar (Guitar Lessons from Lutz Academy)",50,450,15,7,1.5,"True","All Levels","Musical Instruments"
"Learn the Violin - No Music Experience Necessary!",120,600,27,30,3,"True","Beginner Level","Musical Instruments"
"Your Second Course on Piano: Two Handed Playing",70,1018,12,22,5,"True","Beginner Level","Musical Instruments"
"How to Design Your Own Guitar",50,181,34,32,5,"True","All Levels","Musical Instruments"
"How To Play Blues Guitar - Broonzy & McGhee Blues Lessons",0,8240,31,6,1.5,"False","Intermediate Level","Musical Instruments"
"Play Sonny Terry style on Harmonica and dazzle your friends!",200,582,49,51,5.5,"True","All Levels","Musical Instruments"
"Blues and Advanced Guitar Lessons",85,1235,46,131,7.5,"True","All Levels","Musical Instruments"
"Learn basics of South Indian Carnatic Flute Step by Step ",150,380,113,49,4,"True","Beginner Level","Musical Instruments"
"Basic Piano Hymn Playing",20,1842,21,28,1.5,"True","Beginner Level","Musical Instruments"
"#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs",35,3137,18,68,1.5,"True","All Levels","Musical Instruments"
"Piano Music Theory (Back To Basics) by JFilt",0,4967,308,12,0.5,"False","Beginner Level","Musical Instruments"
"Guitar - 12  Strumming Patterns You Must Know For Guitar",50,2154,40,16,1,"True","Beginner Level","Musical Instruments"
"Guitar Lessons for complete beginners - super simple and fun",20,936,9,12,0.666666666666667,"True","Beginner Level","Musical Instruments"
"CAGED Pentatonic System for Guitar - Level 3",45,1224,17,32,1.5,"True","All Levels","Musical Instruments"
"Classical Guitar Essentials - The Basics Part 2",95,1030,1,44,4.5,"True","Intermediate Level","Musical Instruments"
"Introduction to Piano - By PGN Piano!",0,14922,772,8,0.666666666666667,"False","Beginner Level","Musical Instruments"
"Keyboard Instruments - Read Sheet Music for Piano Fast!",50,2788,52,41,1.5,"True","Beginner Level","Musical Instruments"
"How to Play the Guitar: Your 30-Day Guide to Learn Guitar",20,2686,10,32,6,"True","Beginner Level","Musical Instruments"
"Drumming Accelerator: How To Get The Best Start Possible",200,1594,4,34,1.5,"True","Beginner Level","Musical Instruments"
"Play Piano 4: Improvise on popular song Yesterday chords",50,1018,4,63,1.5,"True","All Levels","Musical Instruments"
"Beginner's Guitar Lessons - Crash Course for Busy Adults",50,1194,9,29,2,"True","Beginner Level","Musical Instruments"
"Getting Started with the Guitar in 5 Days",0,270,1,24,1.5,"False","Beginner Level","Musical Instruments"
"Guitar Lessons - String Bending And Vibrato Essentials",0,3325,28,5,1,"False","All Levels","Musical Instruments"
"Piano With Willie: Blues n' Boogie Vol. 1",40,172,26,15,2.5,"True","Intermediate Level","Musical Instruments"
"Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs",70,834,3,35,1,"True","All Levels","Musical Instruments"
"Chugging - it don't mean a thing if it ain't got that swing!",200,382,21,25,2.5,"True","All Levels","Musical Instruments"
"Make Your Own Ukulele",85,452,5,23,4.5,"True","All Levels","Musical Instruments"
"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,5543,107,29,4,"False","All Levels","Musical Instruments"
"Learn How To Play 25 Classic Hip Hop Songs",25,153,9,27,2.5,"True","All Levels","Musical Instruments"
"Learn Beethoven's Fur Elise on Piano",20,1582,11,6,0.483333333333333,"True","All Levels","Musical Instruments"
"Play Violin and Fiddle for beginners - it's fun  - Course 1",20,560,8,9,1,"True","Beginner Level","Musical Instruments"
"Piano With Willie Building Technique with Scales Vol. 1",40,111,15,12,1.5,"True","All Levels","Musical Instruments"
"Christmas Piano Songs For The Very Beginner Vol. I",40,1060,3,15,1.5,"True","Beginner Level","Musical Instruments"
"Introduction to Gypsy Jazz Guitar",95,452,10,18,2.5,"True","All Levels","Musical Instruments"
"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",45,2346,11,14,0.65,"True","All Levels","Musical Instruments"
"The Piano Chord Ladder | Learn to Play Thousands of Songs",100,103,2,11,1,"True","All Levels","Musical Instruments"
"Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords",50,833,6,70,1.5,"True","Expert Level","Musical Instruments"
"Playing Piano: Scales and Arpeggios Vol.I : Major keys",50,2358,3,26,1,"True","Beginner Level","Musical Instruments"
"Drumming for Beginners - Simple Way To Learn How To Drum",20,1814,28,22,2,"True","Beginner Level","Musical Instruments"
"Get great playing HARMONICA - a fun new leisure time hobby !",35,2543,44,17,2,"True","All Levels","Musical Instruments"
"Fingerstyle Guitar Mastery: 3 Techniques You Need To Know",0,3042,40,13,0.566666666666667,"False","All Levels","Musical Instruments"
"Play Piano 3: Improvise Chords to Enchanted Evening by Ear",50,809,5,57,1.5,"True","All Levels","Musical Instruments"
"Jazz Guitar Tips, Tricks and Licks",0,9351,331,21,2,"False","Intermediate Level","Musical Instruments"
"Piano From Zero To Pro - Beginner Essentials To The Piano",70,811,129,52,3.5,"True","Beginner Level","Musical Instruments"
"Piano: Learn 48 chords in 1 hour,  and always remember how",120,1424,71,16,1.5,"True","Beginner Level","Musical Instruments"
"Walking Bass - Quick Start Guide",50,193,20,31,1,"True","All Levels","Musical Instruments"
"Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1)",45,65,18,56,10,"True","Beginner Level","Musical Instruments"
"Blues Bass - Quick Start Guide",50,59,8,29,1.5,"True","All Levels","Musical Instruments"
"How to speak Pianish (beginner level)",30,545,5,10,1,"True","Beginner Level","Musical Instruments"
"Gospel Piano Essentials",30,668,39,46,11.5,"True","Intermediate Level","Musical Instruments"
"Instant Harmonica - play Leonard Cohen's Hallelujah now!",40,100,15,14,1.5,"True","All Levels","Musical Instruments"
"Guitar Crash Course (No Experience Necessary)",0,5769,78,29,1,"False","Beginner Level","Musical Instruments"
"Beginner Guitar Lessons - Your Complete Foundation Course",60,293,30,162,18.5,"True","Beginner Level","Musical Instruments"
"Piano Building Blocks: Learn the 24 Most Common Chords",50,492,10,17,1.5,"True","Beginner Level","Musical Instruments"
"Learn to Play the Oboe: Beginner to Pro in Under Four Hours",50,500,39,74,5,"True","Beginner Level","Musical Instruments"
"Playing Piano By Ear: Complete Guide for Aspiring Musicians",150,346,26,59,4.5,"True","All Levels","Musical Instruments"
"Discover the fun of Spoon playing, a beginners course",65,353,13,25,1,"True","All Levels","Musical Instruments"
"Country Guitar Fundamentals",50,1174,39,23,1.5,"True","Intermediate Level","Musical Instruments"
"Discover Classical Guitar Level 1",25,1513,38,19,1.5,"True","Beginner Level","Musical Instruments"
"PI-101 Top 10 Classical Piano Pieces for Beginners",0,6292,183,38,1,"False","Beginner Level","Musical Instruments"
"Get started playing blues harmonica",0,6853,398,23,0.616666666666667,"False","Beginner Level","Musical Instruments"
"Rockabilly Guitar For Beginners",40,475,125,36,2,"True","Beginner Level","Musical Instruments"
"Beginner Piano",20,776,79,89,4,"True","Beginner Level","Musical Instruments"
"Step by Step Tabla Course- Indian Drums",20,1337,17,21,1,"True","Beginner Level","Musical Instruments"
"Play Piano 6 -Improvise on The Way We Were with Power Chords",50,701,4,62,1.5,"True","All Levels","Musical Instruments"
"101 Blues riffs - learn how the harmonica superstars do it",200,1350,65,55,6.5,"True","Intermediate Level","Musical Instruments"
"Learn To Play The Drums",25,1141,88,74,8.5,"True","All Levels","Musical Instruments"
"Guitar: Master The Guitar Fretboard In 6 Easy Steps",55,1203,26,10,1,"True","Beginner Level","Musical Instruments"
"Play Piano in 30 Days! - Start Playing NOW!",0,5188,410,58,3,"False","Beginner Level","Musical Instruments"
"Curso de Didgeridoo nivel principiante",50,0,0,31,1,"True","Beginner Level","Musical Instruments"
"ブルースギター入門",0,462,6,23,3.5,"False","All Levels","Musical Instruments"
"Pianoforall - Incredible New Way To Learn Piano & Keyboard",200,75499,7676,362,30,"True","All Levels","Musical Instruments"
"The Professional Guitar Masterclass",200,21701,1340,136,9.5,"True","All Levels","Musical Instruments"
"Modern Rock Guitar Techniques",50,3157,375,32,3,"True","Intermediate Level","Musical Instruments"
"Complete Guitar System - Beginner to Advanced",145,32935,2713,310,34,"True","All Levels","Musical Instruments"
"Guitar Super System Level 1",50,10869,2257,104,5,"True","Intermediate Level","Musical Instruments"
"How to play Piano - Go from a Beginner/Intermediate to a Pro",200,5316,159,291,31,"True","All Levels","Musical Instruments"
"Guitar Super System Level 2",50,4192,128,34,1.5,"True","Expert Level","Musical Instruments"
"LEARN HARMONICA, amaze your friends and have fun - it's easy",200,8857,718,131,15.5,"True","All Levels","Musical Instruments"
"The Complete Piano & Music Theory Beginners Course",50,10435,665,23,1.5,"True","All Levels","Musical Instruments"
"Ultimate Beginner Guitar Masterclass",200,8113,79,124,11.5,"True","Beginner Level","Musical Instruments"
"Quicklessons Piano Course - Learn to Play Piano by Ear!",200,7178,260,144,8.5,"True","All Levels","Musical Instruments"
"Learn guitar the Right way! Complete 'KickStarter course""",150,2102,33,99,9,"True","Beginner Level","Musical Instruments"
"CAGED Pentatonic System for Guitar - Level 1",45,1329,52,35,1.5,"True","All Levels","Musical Instruments"
"CAGED Pentatonic System for Guitar - Level 2",45,1220,13,26,1.5,"True","All Levels","Musical Instruments"
"Learn to Play Piano From a Concert Pianist - For Beginners",200,3206,18,17,1,"True","Beginner Level","Musical Instruments"
"#12 Hand Coordination: Let your Hands dance with Ballad 9",75,482,1,47,1.5,"True","Intermediate Level","Musical Instruments"
"How To Make Money With A Cover Band",50,2498,12,25,3.5,"True","All Levels","Musical Instruments"
"How To Play Guitar - For Absolute Beginners",35,478,3,18,1,"True","Beginner Level","Musical Instruments"
"Learn How to Improvise on Guitar in 30 Days",200,1788,89,33,6,"True","Beginner Level","Musical Instruments"
"Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise",50,1249,6,69,1.5,"True","All Levels","Musical Instruments"
"The Best Beginner Guitar Course Ever",50,1976,252,16,1,"True","Beginner Level","Musical Instruments"
"Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion",100,567,37,24,1.5,"True","All Levels","Musical Instruments"
"Guitar: Learn 10 CCR Guitar Chord Progressions",50,2045,8,24,2,"True","Beginner Level","Musical Instruments"
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",50,1204,8,56,1.5,"True","All Levels","Musical Instruments"
"Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds",60,1227,2,26,0.633333333333333,"True","All Levels","Musical Instruments"
"Getting Started with Playing Guitar",0,47652,1141,26,4,"False","Beginner Level","Musical Instruments"
"Piano Playing: Reading and Playing Classical Tunes Vol.II",40,1638,3,17,1.5,"True","Beginner Level","Musical Instruments"
"Harmonica Jamz: The Only Course on Jammin' with Friends",60,568,8,65,5,"True","Beginner Level","Musical Instruments"
"Guitar - Learn 10 Legendary Chord Progressions for Guitar",55,3013,15,28,1.5,"True","Beginner Level","Musical Instruments"
"Guitar - Blues Guitar for Beginners",45,2795,26,25,1,"True","Beginner Level","Musical Instruments"
"Electric Guitar for Beginners - RockStarter Level 1",40,491,5,29,2.5,"True","Beginner Level","Musical Instruments"
"The Circle of Fifths for Guitarists",50,1018,2,5,1.5,"True","Intermediate Level","Musical Instruments"
"Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro",70,2164,10,30,1,"True","All Levels","Musical Instruments"
"Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days",95,2415,16,115,2.5,"True","All Levels","Musical Instruments"
"Essential Theory and Technique for Guitar",0,2285,34,22,2,"False","Beginner Level","Musical Instruments"
"Piano for Complete Beginners: Learn your first song today!",40,1268,10,30,1,"True","Beginner Level","Musical Instruments"
"Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands",95,2026,3,62,2.5,"True","Intermediate Level","Musical Instruments"
"Master Class # 11:  Play Piano Techniques Learn Piano 1 to10",95,2164,10,113,2,"True","All Levels","Musical Instruments"
"Learn all Piano Chords in all Piano Scales with logic",45,969,2,17,1,"True","Beginner Level","Musical Instruments"
"Learn to play the piano or keyboard from scratch",145,1987,11,161,14,"True","Beginner Level","Musical Instruments"
"5 Exotic Guitar Scales and How to Use Them Effectively",50,1319,101,21,1,"True","Intermediate Level","Musical Instruments"
"Learn 4 Chords and Play Thousands of Songs!",20,4560,177,22,1.5,"True","Beginner Level","Musical Instruments"
"#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key",75,1593,1,41,1,"True","Intermediate Level","Musical Instruments"
"Acoustic Fingerstyle Guitar Course: Beginner to Advanced",200,6565,55,56,4,"True","All Levels","Musical Instruments"
"Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia",200,4133,173,224,28.5,"True","Intermediate Level","Musical Instruments"
"Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords",50,1541,14,42,1,"True","All Levels","Musical Instruments"
"Best Beginner Guitar Lessons by Sam Lyons",20,14560,20,32,2,"True","All Levels","Musical Instruments"
