"course_title","price","num_subscribers","num_reviews","num_lectures","content_duration","is_paid.f","level.f","subject.f"
"A new approach to piano and playing songs for beginners",50,7140,72,26,1.5,"True","Beginner Level","Musical Instruments"
"Learn Guitar: Zero to Guitar Fingerpicking in 30 days",50,1495,26,36,2.5,"True","Beginner Level","Musical Instruments"
"How to play Contemporary Piano",25,1200,35,10,0.6,"True","All Levels","Musical Instruments"
"Piano Technique Exercises Vol.1",50,1674,4,24,1,"True","All Levels","Musical Instruments"
"Instant Harmonica - Learning the Basic 12 Bar Blues Bassline",40,54,6,10,1,"True","All Levels","Musical Instruments"
"#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key",75,940,3,32,0.616666666666667,"True","Intermediate Level","Musical Instruments"
"Modern Country Guitar: Technique Booster",30,1152,16,42,2.5,"True","Intermediate Level","Musical Instruments"
"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",95,2558,19,16,3,"True","Beginner Level","Musical Instruments"
"#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key",75,850,3,43,1,"True","Intermediate Level","Musical Instruments"
"3 step formula for playing guitar by ear",25,3937,54,20,1.5,"True","Beginner Level","Musical Instruments"
"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",100,6271,68,75,5,"True","All Levels","Musical Instruments"
"Play Piano by Ear Today! SuperCourse",60,4557,21,77,5.5,"True","All Levels","Musical Instruments"
"Learn to Read & Write Music to play Piano & more instruments",115,5292,38,85,10.5,"True","All Levels","Musical Instruments"
"The Complete Piano Course - Master The Piano",95,4982,276,240,23,"True","All Levels","Musical Instruments"
"Learn to play your favorite guitar songs by ear",50,4733,11,15,1.5,"True","All Levels","Musical Instruments"
"Piano for Singer/Songwriters | Write Songs and Perform Live!",100,3371,175,42,3,"True","Beginner Level","Musical Instruments"
"Fun Beginner Ukulele Course",55,1409,41,17,1.5,"True","Beginner Level","Musical Instruments"
"Learn Guitar in 21 Days",20,26504,192,82,2.5,"True","Beginner Level","Musical Instruments"
"Fun Ukulele Strumming Course",45,3141,10,15,1,"True","Beginner Level","Musical Instruments"
"The Professional Bass Masterclass",200,1449,136,88,7,"True","All Levels","Musical Instruments"
"The Allman Brothers Guitar Roots And Techniques",75,2692,29,14,1.5,"True","Intermediate Level","Musical Instruments"
"Blues Guitar Fundamentals",50,3312,107,21,1.5,"True","Intermediate Level","Musical Instruments"
"#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song",65,2015,3,21,0.733333333333333,"True","Intermediate Level","Musical Instruments"
"#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4",65,2015,2,25,1,"True","Intermediate Level","Musical Instruments"
"Beginner Level Popular Piano Program - Month 1",30,7,2,13,1,"True","Beginner Level","Musical Instruments"
"Piano Lessons for the R&B Fan",20,228,2,64,8,"True","All Levels","Musical Instruments"
"Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar",20,65,5,13,4,"True","Expert Level","Musical Instruments"
"Darbuka Drumming: Learn how to play the Darbuka Dounbek",0,1094,45,11,1,"False","Beginner Level","Musical Instruments"
"Awesome Lead Guitar 1",25,60,6,38,4.5,"True","Beginner Level","Musical Instruments"
"The art of piano improvisation",20,83,4,9,0.666666666666667,"True","All Levels","Musical Instruments"
"How To Build A Professional Djembe: Create Music Beauty &Biz",40,122,2,29,1.5,"True","All Levels","Musical Instruments"
"Advanced Euphonium Studies - Learn to Master the Euphonium!​",50,106,7,89,6,"True","All Levels","Musical Instruments"
"Didgeridoo - from zero to HERO! Part Two. Intermediate.",35,55,2,30,2,"True","Intermediate Level","Musical Instruments"
"Fingerstyle Guitar by Jacques Stotzem - Advanced Level",30,77,4,14,2,"True","All Levels","Musical Instruments"
"Trumpet Pro Series - You're going to love practicing Trumpet",50,92,1,25,6,"True","All Levels","Musical Instruments"
"A Guide to Analog Synths: For the modern EDM enthusiast.",20,29,4,37,3.5,"True","All Levels","Musical Instruments"
"Acoustic Blues Guitar Lessons",0,8217,109,10,1,"False","Intermediate Level","Musical Instruments"
"Accelerate Your Guitar Learning With Metal Techniques",20,1305,25,68,6.5,"True","All Levels","Musical Instruments"
"Beginner Step by Step Keharwa Theka Tabla Course",20,916,26,16,0.666666666666667,"True","Beginner Level","Musical Instruments"
"Just chords Piano: Learn to Play Piano Quickly - No Music",85,2357,15,53,5,"True","Beginner Level","Musical Instruments"
"Play Ukulele Now",30,1951,88,78,5,"True","All Levels","Musical Instruments"
"Acoustic Blues Guitar Lessons",125,1284,136,40,12.5,"True","Intermediate Level","Musical Instruments"
"Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs",70,769,10,33,1,"True","All Levels","Musical Instruments"
"Play Piano Today - Easy Festive Favorites & Piano Party Hits",75,3122,6,80,4,"True","All Levels","Musical Instruments"
"The 80/20 Beginner Guitar Course",50,1269,27,51,3,"True","Beginner Level","Musical Instruments"
"Drums for Beginners",0,1618,4,15,3,"False","Beginner Level","Musical Instruments"
"Digital Pianist Course-Learn Piano & Keyboard Fast & Easy",150,89,7,35,3,"True","Beginner Level","Musical Instruments"
"Learn to play guitar and sing at the same time",45,66,9,8,1,"True","Beginner Level","Musical Instruments"
"Introduction to Ukulele 1",20,630,25,27,1,"True","Beginner Level","Musical Instruments"
"Learn Flute FAST!",45,249,33,61,4,"True","Beginner Level","Musical Instruments"
"Guitar Lessons - Soloing With Arpeggios - Essential Guide ",45,198,11,34,5,"True","Intermediate Level","Musical Instruments"
"Piano With Willie: Blues n' Boogie Vol. 3",40,84,4,10,2.5,"True","Intermediate Level","Musical Instruments"
"Instant Harmonica - play The Kesh (pt 1) it's easy and fun!",40,58,5,11,0.583333333333333,"True","All Levels","Musical Instruments"
"Piano Lessons For Beginners: Learn Piano Quickly And Easily",75,186,35,56,3,"True","Beginner Level","Musical Instruments"
"The Easy Beginner Drum Course",25,21,4,12,0.5,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play Somewhere Over the Rainbow now!",40,431,2,11,1,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play The Kesh (part 2) - easy and fun!",20,53,5,9,0.583333333333333,"True","Beginner Level","Musical Instruments"
"The 80/20 Guitar: Write Music and Play Guitar in 30 Days",0,2610,28,24,3.5,"False","All Levels","Musical Instruments"
"Ukulele 2 : Level 1 KEY OF C AND STRUMS",20,26,2,26,1,"True","Beginner Level","Musical Instruments"
"Guitar for Music Educators: Learning How to Teach Guitar",20,32,3,22,1.5,"True","Beginner Level","Musical Instruments"
"Piano Tutorial : Ludovico Einaudi - Una Mattina",0,1631,23,6,0.733333333333333,"False","All Levels","Musical Instruments"
"Guitar Solo - Theory and Improvisation Lessons",60,12,4,34,1.5,"True","Intermediate Level","Musical Instruments"
"Bluegrass Guitar Essentials: Webisodes 3 & 4",30,12,2,13,2,"True","Intermediate Level","Musical Instruments"
"Instant Harmonica - play Christmas + Birthday songs now!",40,236,0,18,1.5,"True","All Levels","Musical Instruments"
"Blues Master - Advanced Techniques Piano Course",75,7,2,14,1,"True","All Levels","Musical Instruments"
"Bluegrass Guitar Essentials: Webisodes 5 & 6",30,11,2,16,3,"True","Intermediate Level","Musical Instruments"
"Trombone Lessons For Beginners",95,11,2,34,3,"True","Beginner Level","Musical Instruments"
"Rhythm to Rock Drum Lesson 6",20,12,1,13,1.5,"True","Beginner Level","Musical Instruments"
"Flute Pro Series - You're about to love practicing the flute",50,135,1,28,6.5,"True","All Levels","Musical Instruments"
"How To Play Guitar - Everything You Need To Know To Start",50,5,1,8,1,"True","Beginner Level","Musical Instruments"
"Trombone Pro Series - Fall in love with the Trombone",50,57,6,57,7,"True","All Levels","Musical Instruments"
"Learn How To Play 25 Classic Hip Hop Songs Ch.2",25,7,1,27,3.5,"True","All Levels","Musical Instruments"
"Learn to play tunes by ear on harmonica - no written music",35,73,3,15,2,"True","Intermediate Level","Musical Instruments"
"Fingerpicking for Guitar",20,35,4,26,3,"True","All Levels","Musical Instruments"
"Music Theory, Guitar and Ear Training",60,30,3,39,3,"True","Beginner Level","Musical Instruments"
"Piano Unbound. Piano learning method, a course for beginners",195,32,1,39,2.5,"True","All Levels","Musical Instruments"
"Advanced Trombone Studies - Learn to Master the Trombone!",50,39,2,136,8,"True","All Levels","Musical Instruments"
"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",50,90,2,61,2.5,"True","All Levels","Musical Instruments"
"Piano With Willie: Tritones & Phat Chords",40,37,3,19,2,"True","Intermediate Level","Musical Instruments"
"Piano for Kids: Developing Your Child's Creative Abilities",65,42,2,37,4,"True","Beginner Level","Musical Instruments"
"Piano Lessons For The Hip Hop Fan",20,276,2,62,5.5,"True","Intermediate Level","Musical Instruments"
"French Horn Solos: Learn how to Perform Three Fun Pieces!",50,88,1,48,3,"True","All Levels","Musical Instruments"
"Bluegrass Guitar Essentials: Webisodes 9 & 10",30,10,0,12,2,"True","Intermediate Level","Musical Instruments"
"Clarinet Lessons For Beginners",95,11,0,41,3,"True","Beginner Level","Musical Instruments"
"Play music on Harmonica using 8 notes - learn easy tunes!",35,29,0,14,1,"True","Beginner Level","Musical Instruments"
"Learn Piano Online-A Quiet Solace Piano Solo",50,7,0,10,1,"True","Intermediate Level","Musical Instruments"
"Bluegrass Guitar Essentials: Webisodes 7 & 8",30,9,0,10,2,"True","Intermediate Level","Musical Instruments"
"The Art of the Blues Shuffle - A Guitarist's Guide",20,8,0,11,1.5,"True","Intermediate Level","Musical Instruments"
"Learn Piano Online-Ambiance Piano Solo",50,8,0,10,1,"True","Intermediate Level","Musical Instruments"
"Piano Lessons For Beginners",95,8,0,50,4,"True","Beginner Level","Musical Instruments"
"The Theory & Practice of Modes on the Guitar",35,17,0,7,1.5,"True","Intermediate Level","Musical Instruments"
"Learn How To Play The Trumpet",75,2,0,24,1.5,"True","All Levels","Musical Instruments"
"Violin for Beginners",50,4,0,18,0.733333333333333,"True","Beginner Level","Musical Instruments"
"Beginner Acoustic Guitar Lessons",25,8,0,12,1,"True","Beginner Level","Musical Instruments"
"Aprendiendo Piano: Tocando piezas populares Vol.I",100,122,3,59,3.5,"True","Beginner Level","Musical Instruments"
"Curso de Bateria - Explorando Diferentes Divisões",55,5,2,19,2,"True","Intermediate Level","Musical Instruments"
"Escalas Pentatónicas para guitarristas",25,11,3,23,0.6,"True","All Levels","Musical Instruments"
"Brass Master Class",20,36,6,30,2,"True","All Levels","Musical Instruments"
"Enseñando música: mejora tus clases de instrumento ",30,111,3,18,1.5,"True","Beginner Level","Musical Instruments"
"Ukelele exprés: aprende a tocar en menos de un mes",0,888,64,25,1.5,"False","Beginner Level","Musical Instruments"
"Curso de Guitarra para Principiantes",20,53,5,39,3,"True","Beginner Level","Musical Instruments"
"Mundharmonika spielen - mein schönstes Hobby",20,65,7,77,2.5,"True","Beginner Level","Musical Instruments"
"Aprende el acordeón de oído y con técnica –Nivel Intermedio–",25,38,7,51,4.5,"True","Intermediate Level","Musical Instruments"
"Présentation du Banjo Ténor",20,18,4,31,1.5,"True","Beginner Level","Musical Instruments"
"Aprende a tocar el acordeón de botones",50,22,4,21,3.5,"True","All Levels","Musical Instruments"
"Aprendiendo piano: Lectura de piezas clásicas Vol.I",50,211,12,30,1.5,"True","Beginner Level","Musical Instruments"
"Pedais de efeito para Contrabaixo",50,10,3,10,2.5,"True","All Levels","Musical Instruments"
"Mantenimiento y octavación para guitarras eléctricas",35,12,3,14,1,"True","All Levels","Musical Instruments"
"Aprende a tocar el violín desde cero",50,17,1,22,2.5,"True","All Levels","Musical Instruments"
"Aprende a tocar el teclado como los expertos",50,11,1,37,2.5,"True","All Levels","Musical Instruments"
"Aprende a tocar el saxofón como siempre has querido",20,8,1,26,3.5,"True","All Levels","Musical Instruments"
"Guitarra para principiantes",20,7,1,46,2,"True","Beginner Level","Musical Instruments"
"Aprende a tocar flauta transversal sin complicaciones",50,6,2,23,3,"True","All Levels","Musical Instruments"
"Aprende a tocar las escalas en el acordeón de botones.",20,2,0,21,1,"True","Beginner Level","Musical Instruments"
"Curso de Violão Prático",70,5,0,10,1.5,"True","Beginner Level","Musical Instruments"
"Aprende a tocar percusiones: congas, bongós, maracas y más",50,14,2,71,3.5,"True","All Levels","Musical Instruments"
"Gitarre spielen - mein schönstes Hobby",20,11,2,183,2,"True","Beginner Level","Musical Instruments"
"Aprende a tocar la guitarra acústica como un profesional",50,11,0,27,3,"True","All Levels","Musical Instruments"
"Guitar Lesson - Five Steps to Learn Barre Chords",35,57,9,9,0.55,"True","All Levels","Musical Instruments"
"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",20,377,8,14,1.5,"True","All Levels","Musical Instruments"
"Guitar Technique Mastery: The Ultimate Chop Building Workout",20,273,4,6,1.5,"True","All Levels","Musical Instruments"
"Inside Drum Technique",50,406,10,25,2,"True","All Levels","Musical Instruments"
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",195,556,11,27,4,"True","Intermediate Level","Musical Instruments"
"Create Beautiful Music On The Piano Like a Pro In Minutes",95,115,17,17,1.5,"True","All Levels","Musical Instruments"
"Instant Harmonica - play the great Irish tune Molly Malone!",20,420,2,13,1,"True","Beginner Level","Musical Instruments"
"Instant Harmonica - play 'Can't Help Falling in Love' now!",40,32,3,11,1,"True","All Levels","Musical Instruments"
"Arpeggios for Guitar made Easy! Dominate the Fretboard",65,26,5,23,3,"True","All Levels","Musical Instruments"
"Guitar Lessons - The Modal System - Modes Essentials",45,116,7,27,2,"True","All Levels","Musical Instruments"
"Learn to Play Percussion: Beginner to Pro made the Easy Way!",50,425,7,192,6,"True","All Levels","Musical Instruments"
"Modern Piano Lessons For Beginners",20,736,6,46,5,"True","Beginner Level","Musical Instruments"
"World Percussion: Complete Lessons for Everyone",40,68,9,56,4,"True","All Levels","Musical Instruments"
"Learn Lion (Saroo) Soundtrack On The Piano By Ear",20,104,0,9,0.533333333333333,"True","All Levels","Musical Instruments"
"Acoustic Blues Guitar Lessons",75,189,18,101,4.5,"True","Intermediate Level","Musical Instruments"
"Play Guitar and Understand Music Quick & Easy in 28 Days!",20,738,6,64,9.5,"True","All Levels","Musical Instruments"
"Learn How to Play the Violin - Violin Basics",20,365,10,12,0.533333333333333,"True","Beginner Level","Musical Instruments"
"Swing Low - The 101 Authentic Nashville Piano Style Course",20,146,5,15,1,"True","All Levels","Musical Instruments"
"Guitar:Play 5 Easy Christmas Chord Progressions On Guitar",50,383,4,9,1,"True","Beginner Level","Musical Instruments"
"Get Piano Skills TODAY!!! ",100,92,5,71,3.5,"True","All Levels","Musical Instruments"
"Learn the Violin - Scales and Fundamentals",80,291,14,39,3,"True","Beginner Level","Musical Instruments"
"Piano With Willie Building Technique with Scales Vol. 2",40,61,3,9,1.5,"True","All Levels","Musical Instruments"
"Master Flute Playing: Intermediate Instruction Made Simple!",50,288,15,100,6,"True","Intermediate Level","Musical Instruments"
"How to Sing and Play the Guitar (at the same time)",20,78,8,24,1.5,"True","Beginner Level","Musical Instruments"
"Super Beginner Guitar - start right, start awesome",30,594,3,33,2,"True","Beginner Level","Musical Instruments"
"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",40,489,5,35,4,"True","All Levels","Musical Instruments"
