"Name","Rating","Difficulty_None","Difficulty_Beginner Level","Difficulty_Intermediate Level","Difficulty_Advanced Level","Tags"
"Kinetics: Studying Spacecraft Motion","4.8",0,0,0,1,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Digital Media and Marketing Strategies","4.4",1,0,0,0,"['Business', 'Marketing']"
"Математические методы в психологии. Основы применения (Mathematical Methods in Psychology: Basics of Applying)","4.8",1,0,0,0,"['Health', 'Psychology']"
"Agile Meets Design Thinking","4.7",0,1,0,0,"['Computer Science', 'Design and Product']"
"Экономика для неэкономистов (Economics for non-economists)","4.9",0,1,0,0,"['Social Sciences', 'Economics']"
"Sales Strategy","4.5",0,0,1,0,"['Business', 'Business Strategy']"
"Data Science Project: MATLAB for the Real World","None",0,0,1,0,"['Data Science', 'Data Analysis']"
"iMOOC102: Mastering American e-Learning","4.1",1,0,0,0,"['Social Sciences', 'Education']"
"Astrobiology and the Search for Extraterrestrial Life","4.7",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Community Change in Public Health","4.6",1,0,0,0,"['Health', 'Public Health']"
"Art and Science of Machine Learning en Español","4.8",0,0,1,0,"['Data Science', 'Machine Learning']"
"Viral Marketing and How to Craft Contagious Content","4.7",1,0,0,0,"['Business', 'Marketing']"
"Bayesian Statistics: Techniques and Models","4.8",0,0,1,0,"['Data Science', 'Probability and Statistics']"
"Positive Psychology: Martin E. P. Seligman’s Visionary Science","4.8",0,1,0,0,"['Health', 'Psychology']"
"Tu consultorio de Coaching en las ondas","4.9",0,1,0,0,"['Business', 'Leadership and Management']"
"Geospatial Analysis Project","4.8",1,0,0,0,"['Data Science', 'Data Analysis']"
"Getting Started With Application Development","4.5",0,0,1,0,"['Computer Science', 'Software Development']"
"Measuring Disease in Epidemiology","4.7",0,1,0,0,"['Health', 'Public Health']"
"Evolution: A Course for Educators","4.7",1,0,0,0,"['Health', 'Basic Science']"
"Introduction to Multilingual and Multicultural Education","4.4",0,1,0,0,"['Arts and Humanities', 'History']"
"Roadmap to Success in Digital Manufacturing & Design","4.6",0,1,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Capstone:  Autonomous Runway Detection for IoT","4.7",0,0,0,1,"['Computer Science', 'Software Development']"
"Géopolitique de l'Europe","4.6",1,0,0,0,"['Social Sciences', 'Governance and Society']"
"Proyecto de diseño instruccional para el aprendizaje activo en ambientes digitales","3.3",0,1,0,0,"['Social Sciences', 'Education']"
"Intro to TensorFlow en Español","4.4",0,0,1,0,"['Data Science', 'Machine Learning']"
"Gestión integral del riesgo de desastres","4.9",0,1,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Version Control with Git","4.7",1,0,0,0,"['Computer Science', 'Software Development']"
"Pointers, Arrays, and Recursion","4.5",0,1,0,0,"['Computer Science', 'Software Development']"
"Just Reading and Writing English 1","None",0,0,1,0,"['Language Learning', 'Learning English']"
"Usos Didácticos del Cine: Introducción al Análisis","4.6",0,0,1,0,"['Social Sciences', 'Education']"
"Capstone: Creating A Sustainability Proposal","None",0,0,1,0,"['Business', 'Leadership and Management']"
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets","4.4",0,1,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Developing Your Musicianship: Final Project","4.8",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Single Variable Calculus","4.8",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Combining and Analyzing Complex Data","4.2",1,0,0,0,"['Data Science', 'Data Analysis']"
"Estructura de capital y política de dividendos","3.6",0,0,1,0,"['Business', 'Finance']"
"US Social Services: Where did they come from?","4.8",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Professional IQ Capstone","None",0,1,0,0,"['Business', 'Business Essentials']"
"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists","None",0,1,0,0,"['Social Sciences', 'Education']"
"Bitcoin and Cryptocurrency Technologies","4.7",1,0,0,0,"['Computer Science', 'Computer Security and Networks']"
"Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies","4.4",1,0,0,0,"['Business', 'Entrepreneurship']"
"Modern Art & Ideas","4.7",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Álgebra Básica","4.8",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Cybersecurity and the Internet of Things","4.5",0,0,1,0,"['Computer Science', 'Computer Security and Networks']"
"Deep Learning in Computer Vision","3.8",0,0,0,1,"['Computer Science', 'Algorithms']"
"Design and Interpretation of Clinical Trials","4.7",1,0,0,0,"['Health', 'Research']"
"Business Analytics Executive Overview","4.5",0,0,1,0,"['Business', 'Leadership and Management']"
"Big Data Modeling and Management Systems","4.4",1,0,0,0,"['Data Science', 'Data Analysis']"
"Ser más creativos","4.6",1,0,0,0,"['Personal Development', 'Personal Development']"
"Strengthening Your Widening Network","4.3",0,0,1,0,"['Personal Development', 'Personal Development']"
"The Politics of Skepticism","4.6",0,0,1,0,"['Arts and Humanities', 'Philosophy']"
"Applying Investment Decision Rules for Startups","4.5",0,1,0,0,"['Business', 'Finance']"
"China Strategy","4.8",0,1,0,0,"['Business', 'Business Strategy']"
"Evaluación de peligros y riesgos por fenómenos naturales","4.8",0,1,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Modeling and Debugging Embedded Systems","4.5",0,0,1,0,"['Computer Science', 'Design and Product']"
"Entrepreneurship 2: Launching your Start-Up","4.8",1,0,0,0,"['Business', 'Entrepreneurship']"
"Networking in GCP: Defining and Implementing Networks","4.9",0,0,1,0,"['Information Technology', 'Networking']"
"Создание Web-сервисов на Python","4.2",0,0,1,0,"['Computer Science', 'Software Development']"
"Getting Started with Essay Writing","4.7",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Marketing Management I","4.8",1,0,0,0,"['Business', 'Marketing']"
"Sensors and Sensor Circuit Design","4.6",0,0,0,1,"['Physical Science and Engineering', 'Electrical Engineering']"
"Data Collection and Processing with Python","4.7",0,0,1,0,"['Computer Science', 'Software Development']"
"Women in environmental biology","None",0,1,0,0,"['Health', 'Basic Science']"
"Budgeting and Scheduling Projects","4.7",1,0,0,0,"['Business', 'Leadership and Management']"
"Архитектура Android-приложений","None",0,0,1,0,"['Computer Science', 'Mobile and Web Development']"
"Marketing estratégico: claves para competir con éxito","4.8",0,1,0,0,"['Business', 'Marketing']"
"Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential","4.8",0,1,0,0,"['Personal Development', 'Personal Development']"
"General Academic English","None",0,0,0,1,"['Language Learning', 'Learning English']"
"Health Care IT: Challenges and Opportunities","4.6",1,0,0,0,"['Health', 'Healthcare Management']"
"Fundamentals of Engineering Exam Review","4.7",1,0,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"BIM Fundamentals for Engineers","4.6",0,1,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Cryptography","4.6",0,1,0,0,"['Information Technology', 'Security']"
"Основы программирования на Python","4.7",0,1,0,0,"['Computer Science', 'Algorithms']"
"Build Your Professional ePortfolio in English","4.6",1,0,0,0,"['Language Learning', 'Learning English']"
"Data Structures and Design Patterns for Game Developers","4.6",0,0,1,0,"['Computer Science', 'Software Development']"
"Spanish Vocabulary Project","4.4",0,1,0,0,"['Language Learning', 'Other Languages']"
"Overview of Advanced Methods of Reinforcement Learning in Finance","3.8",0,0,0,1,"['Computer Science', 'Algorithms']"
"Business Application of Machine Learning and Artificial Intelligence in Healthcare","3.9",0,0,1,0,"['Business', 'Business Strategy']"
"Modelos de diseño instruccional para ambientes digitales","4.6",0,1,0,0,"['Social Sciences', 'Education']"
"DNA Decoded","4.8",0,0,1,0,"['Health', 'Basic Science']"
"Food & Beverage Management","4.8",1,0,0,0,"['Business', 'Leadership and Management']"
"R Programming","4.6",0,0,1,0,"['Data Science', 'Data Analysis']"
"Scaling Operations: Linking Strategy and Execution","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"Bugs 101: Insect-Human Interactions","4.9",0,1,0,0,"['Health', 'Basic Science']"
"Content Strategy for Professionals: Ensuring Your Content's Impact","4.6",1,0,0,0,"['Business', 'Marketing']"
"User Research and Design","4.6",1,0,0,0,"['Computer Science', 'Design and Product']"
"Обучение на размеченных данных","4.8",0,0,1,0,"['Data Science', 'Machine Learning']"
"Oceanografía: una clave para entender mejor nuestro mundo","4.7",1,0,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Essential Epidemiologic Tools for Public Health Practice","None",0,1,0,0,"['Health', 'Public Health']"
"Introduction to Recommender Systems:  Non-Personalized and Content-Based","4.5",0,0,1,0,"['Data Science', 'Machine Learning']"
"Think Again III: How to Reason Inductively","4.8",0,1,0,0,"['Personal Development', 'Personal Development']"
"Технология ведения международных переговоров","None",0,1,0,0,"['Business', 'Business Strategy']"
"Introdução à Ciência da Computação com Python Parte 2","4.9",0,1,0,0,"['Computer Science', 'Software Development']"
"Entrepreneurship Capstone","4.6",0,1,0,0,"['Business', 'Entrepreneurship']"
"Computer Science: Programming with a Purpose","4.8",0,1,0,0,"['Computer Science', 'Software Development']"
"Cluster Analysis in Data Mining","4.4",1,0,0,0,"['Data Science', 'Data Analysis']"
"SMM-кампания: цели, стратегия, алгоритмы и маркетинговый потенциал","4.9",0,1,0,0,"['Business', 'Marketing']"
"Aspectos básicos de la asistencia técnica","4.9",0,1,0,0,"['Information Technology', 'Support and Operations']"
"Doğrusal Cebir II: Kare Matrisler, Hesaplama Yöntemleri ve Uygulamalar / Linear Algebra II: Square Matrices, Calculation Methods and Applications","4.5",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Iniciación a los jeroglíficos egipcios","5",0,1,0,0,"['Arts and Humanities', 'History']"
"Curanderismo: Traditional Healing Using Plants","4.7",0,1,0,0,"['Arts and Humanities', 'History']"
"Analyse numérique pour ingénieurs","4.5",0,0,1,0,"['Math and Logic', 'Math and Logic']"
"Организационные практики и инструменты в работе лидера образовательной организации","None",0,0,1,0,"['Social Sciences', 'Education']"
"Math behind Moneyball","4.5",0,1,0,0,"['Data Science', 'Data Analysis']"
"Malicious Software and its Underground Economy: Two Sides to Every Story","None",1,0,0,0,"['Computer Science', 'Software Development']"
"Reliable Cloud Infrastructure: Design and Process","4.7",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"Hardware Description Languages for FPGA Design","3.8",0,0,1,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"How To Teach Us","4.3",1,0,0,0,"['Social Sciences', 'Education']"
"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories","4.8",0,0,1,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Cómo entrenar a tus electrones 3: Aplicaciones interesantes","None",0,1,0,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Architecting with Google Kubernetes Engine: Foundations en Español","None",0,0,1,0,"['Computer Science', 'Software Development']"
"Doing Clinical Research: Biostatistics with the Wolfram Language","None",0,1,0,0,"['Data Science', 'Data Analysis']"
"Serverless Machine Learning with Tensorflow on Google Cloud Platform en Français","None",0,0,1,0,"['Data Science', 'Machine Learning']"
"Ordered Data Structures","4.8",1,0,0,0,"['Computer Science', 'Software Development']"
"European Business Law: Understanding the Fundamentals","4.8",1,0,0,0,"['Business', 'Business Essentials']"
"Visual Perception for Self-Driving Cars","4.6",0,0,0,1,"['Computer Science', 'Software Development']"
"Астрофизика: от звезд до границ Вселенной","4.8",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Financing for Startup Businesses","None",0,0,1,0,"['Business', 'Finance']"
"Developing the Opportunity for Corporate Entrepreneurs","4.4",0,1,0,0,"['Business', 'Entrepreneurship']"
"Accounting for Business Decision Making: Strategy Assessment and Control","4.1",0,1,0,0,"['Business', 'Business Essentials']"
"Supporting Parents of a Newborn Baby","4.5",0,1,0,0,"['Health', 'Patient Care']"
"Arch of Titus: Rome and the Menorah","4.5",1,0,0,0,"['Arts and Humanities', 'History']"
"Fundamentals of Fluid-Solid Interactions","4.8",0,0,1,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Русский как иностранный: B1+. Russian as a foreign language: B1+","4.8",0,0,1,0,"['Language Learning', 'Other Languages']"
"Performance Assessment in the Virtual Classroom","4.2",1,0,0,0,"['Social Sciences', 'Education']"
"Introdução ao Big Data","4.6",0,1,0,0,"['Data Science', 'Data Analysis']"
"Les alliances qui changent les territoires : partenariats entre acteurs publics, acteurs privés et structures d'intérêt général pour le bien commun","4.5",0,1,0,0,"['Social Sciences', 'Economics']"
"Writing, Running, and Fixing Code in C","4.5",0,1,0,0,"['Computer Science', 'Software Development']"
"Anatomy of the Abdomen and Pelvis; a journey from basis to clinic.","4.7",1,0,0,0,"['Health', 'Basic Science']"
"Introduction to Systems Engineering","4.7",1,0,0,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Pricing Strategy","4.6",1,0,0,0,"['Business', 'Marketing']"
"Industrial IoT Markets and Security","4.6",0,0,1,0,"['Computer Science', 'Design and Product']"
"Risk, Return & Valuation","4.8",0,1,0,0,"['Business', 'Finance']"
"Mastering Software Development in R Capstone","4.1",0,0,1,0,"['Data Science', 'Data Analysis']"
"Game Theory","4.6",0,1,0,0,"['Social Sciences', 'Economics']"
"Jewish Diaspora in Modern China","4.3",1,0,0,0,"['Social Sciences', 'Governance and Society']"
"Pluralidades em Português Brasileiro","4.8",0,0,0,1,"['Language Learning', 'Other Languages']"
"Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia","4.9",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"Business Applications of Hypothesis Testing and Confidence Interval Estimation","4.8",1,0,0,0,"['Data Science', 'Data Analysis']"
"An Intuitive Introduction to Probability","4.7",0,1,0,0,"['Data Science', 'Probability and Statistics']"
"Business Model Innovation for Sustainable Landscape Restoration","4.5",0,1,0,0,"['Business', 'Business Strategy']"
"The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)","4.3",1,0,0,0,"['Arts and Humanities', 'History']"
"Healthy Aging and the Future of Cannabis Research","4.7",0,1,0,0,"['Health', 'Public Health']"
"Semiconductor Physics","4.3",0,0,0,1,"['Physical Science and Engineering', 'Electrical Engineering']"
"Communicating Climate Change and Health","5",0,0,1,0,"['Health', 'Public Health']"
"Essential Design Principles for Tableau","4.5",0,1,0,0,"['Data Science', 'Data Analysis']"
"Развитие карьеры в 50+","None",0,1,0,0,"['Personal Development', 'Personal Development']"
"Financial Management Capstone","4.7",1,0,0,0,"['Business', 'Finance']"
"Investments I: Fundamentals of Performance Evaluation","4.8",1,0,0,0,"['Business', 'Finance']"
"Actualización en el manejo del paciente con diabetes mellitus tipo 2","4.8",1,0,0,0,"['Health', 'Nutrition']"
"The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state","4.8",0,1,0,0,"['Arts and Humanities', 'History']"
"Methods and Statistics in Social Science - Final Research Project","4",0,1,0,0,"['Health', 'Psychology']"
"Linear Regression and Modeling","4.7",0,1,0,0,"['Data Science', 'Data Analysis']"
"Game Theory II: Advanced Applications","4.7",0,0,0,1,"['Social Sciences', 'Economics']"
"Detecting and Mitigating Cyber Threats and Attacks","4.7",0,1,0,0,"['Information Technology', 'Security']"
"Statistics for Researchers: Understanding Mediation, Moderation and Beyond","4.4",0,1,0,0,"['Data Science', 'Data Analysis']"
"Зоопсихология","None",0,1,0,0,"['Health', 'Psychology']"
"Negocios Internacionales II","4.7",1,0,0,0,"['Business', 'Business Strategy']"
"Building Resilient Streaming Systems on Google Cloud Platform en Français","None",0,0,1,0,"['Data Science', 'Data Analysis']"
"Prediction and Control with Function Approximation","4.8",0,0,1,0,"['Data Science', 'Machine Learning']"
"Schizophrenia","4.7",0,0,1,0,"['Health', 'Psychology']"
"Programming Languages, Part A","4.9",0,0,1,0,"['Computer Science', 'Software Development']"
"Fundamentals of the Chinese character writing (Part 1)","4",0,1,0,0,"['Arts and Humanities', 'History']"
"Основы вирусологии (Introduction to Virology)","4.8",1,0,0,0,"['Health', 'Basic Science']"
"Effective Communication Capstone Project","4.8",0,1,0,0,"['Business', 'Business Essentials']"
"3D Interaction Design in Virtual Reality","4.5",0,0,1,0,"['Computer Science', 'Design and Product']"
"Basic Statistics","4.7",0,1,0,0,"['Data Science', 'Probability and Statistics']"
"Battery State-of-Health (SOH) Estimation","4.9",0,0,1,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Competencias Laborales: Perfiles, Evaluación y Capacitación.","4.3",0,0,1,0,"['Social Sciences', 'Governance and Society']"
"Supply Chain Logistics","4.7",0,1,0,0,"['Business', 'Business Essentials']"
"Data Analysis and Reporting in SAS Visual Analytics","None",1,0,0,0,"['Data Science', 'Data Analysis']"
"Structural Equation Model and its Applications | 结构方程模型及其应用 (粤语)","4.8",1,0,0,0,"['Data Science', 'Data Analysis']"
"Business English for Cross-cultural Communication","4.7",1,0,0,0,"['Language Learning', 'Learning English']"
"The Making of the US President: A Short History in Five Elections","4.5",0,1,0,0,"['Arts and Humanities', 'History']"
"Research for Impact","4.8",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Making Architecture","4.7",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Systems Science and Obesity","4.7",0,1,0,0,"['Health', 'Public Health']"
"Setting Expectations & Assessing Performance Issues","4.7",1,0,0,0,"['Business', 'Leadership and Management']"
"Understanding the Music Business: What is Music Worth?","4.6",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"A Crash Course in Causality:  Inferring Causal Effects from Observational Data","4.7",0,0,1,0,"['Data Science', 'Probability and Statistics']"
"Fundamentals of Rehearsing Music Ensembles","4.8",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"The Rooseveltian Century","4.4",1,0,0,0,"['Arts and Humanities', 'History']"
"Impact from digital transformation: A Nano course","None",0,0,0,1,"['Business', 'Business Strategy']"
"Preparing to Manage Human Resources","4.8",1,0,0,0,"['Business', 'Leadership and Management']"
"Stochastic processes","4.5",0,0,1,0,"['Math and Logic', 'Math and Logic']"
"Brand Management: Aligning Business, Brand and Behaviour","4.9",0,1,0,0,"['Business', 'Entrepreneurship']"
"ICT in Primary Education: Transforming children's learning across the curriculum","4.6",0,1,0,0,"['Social Sciences', 'Education']"
"The Science of Gastronomy","4.6",1,0,0,0,"['Health', 'Basic Science']"
"Introduction to C# Programming and Unity","4.8",0,1,0,0,"['Computer Science', 'Software Development']"
"Proyecto final sobre negociación para un mejor clima laboral","4.5",1,0,0,0,"['Business', 'Business Essentials']"
"Visionary leadership, identity & motivation: Become a meaning maker","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Tricky American English Pronunciation","4.7",0,1,0,0,"['Language Learning', 'Learning English']"
"Data-driven Decision Making","4.6",0,1,0,0,"['Data Science', 'Data Analysis']"
"Python Classes and Inheritance","4.7",0,0,1,0,"['Computer Science', 'Software Development']"
"Transforming Communities","None",0,1,0,0,"['Business', 'Leadership and Management']"
"Techniques for Teaching Adjectives and Adjective Clauses","4.2",0,0,1,0,"['Language Learning', 'Learning English']"
"Understanding child development: from synapse to society","4.7",0,1,0,0,"['Social Sciences', 'Education']"
"SRS Documents: Requirements and Diagrammatic Notations","4.4",0,1,0,0,"['Computer Science', 'Software Development']"
"Biochemical Principles of Energy Metabolism","4.7",0,1,0,0,"['Health', 'Basic Science']"
"Quantum Mechanics","None",0,0,0,1,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Creative Writing: The Craft of Plot","4.7",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products","None",0,0,1,0,"['Health', 'Research']"
"Mountains 101","4.9",1,0,0,0,"['Health', 'Basic Science']"
"Психология призвания","3.8",0,0,1,0,"['Personal Development', 'Personal Development']"
"Challenging Forensic Science: How Science Should Speak to Court","4.8",0,1,0,0,"['Social Sciences', 'Law']"
"Paleontology: Ancient Marine Reptiles","4.8",1,0,0,0,"['Health', 'Basic Science']"
"Exploring Beethoven's Piano Sonatas Part 4","4.9",0,0,1,0,"['Arts and Humanities', 'History']"
"The Bible's Prehistory, Purpose, and Political Future","4.7",1,0,0,0,"['Arts and Humanities', 'History']"
"Scholarly Communication","4.6",0,0,1,0,"['Language Learning', 'Learning English']"
"Perspectivas de música colaborativa","None",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Business Intelligence Concepts, Tools, and Applications","4.4",1,0,0,0,"['Data Science', 'Data Analysis']"
"Think Again IV: How to Avoid Fallacies","4.7",0,1,0,0,"['Personal Development', 'Personal Development']"
"Coberturas de riesgo con futuros y opciones para agrobusiness","4.4",0,1,0,0,"['Business', 'Marketing']"
"A la recherche du Grand Paris","4.9",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Transistor - Field Effect Transistor and Bipolar Junction Transistor","3.2",0,0,0,1,"['Physical Science and Engineering', 'Electrical Engineering']"
"Access Controls","4.6",0,1,0,0,"['Information Technology', 'Security']"
"Age of Cathedrals","4.7",0,1,0,0,"['Arts and Humanities', 'History']"
"Advanced Chemistry","4.7",1,0,0,0,"['Physical Science and Engineering', 'Chemistry']"
"Introduction to Imagemaking","4.5",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Antimicrobial resistance - theory and methods","4.6",0,0,1,0,"['Health', 'Basic Science']"
"Communication Strategies for a Virtual Age","4.6",0,1,0,0,"['Business', 'Leadership and Management']"
"Teach English Now! Teaching Language Online","4.5",0,0,1,0,"['Language Learning', 'Learning English']"
"Anticorrupción: Introducción a conceptos y perspectiva práctica","4.8",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Chino básico: Los viajes de negocios","4.6",1,0,0,0,"['Language Learning', 'Other Languages']"
"Redacción de documentos empresariales de gran impacto","4.4",1,0,0,0,"['Business', 'Business Essentials']"
"Прикладное управление рисками","None",0,1,0,0,"['Business', 'Leadership and Management']"
"Жизнь в почве","4.6",1,0,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Знакомство с R и базовая статистика","4.9",0,1,0,0,"['Data Science', 'Probability and Statistics']"
"Machine Learning: Clustering & Retrieval","4.6",1,0,0,0,"['Data Science', 'Data Analysis']"
"Donner un feedback utile","4.8",1,0,0,0,"['Business', 'Business Essentials']"
"Operations Management: Analysis and Improvement Methods","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"تعّلم كيف تتعلم: أدوات ذهنية قوية لمساعدتك على إتقان موضوعات صعبة","4.8",1,0,0,0,"['Personal Development', 'Personal Development']"
"全球卫生导论","4.5",0,1,0,0,"['Health', 'Public Health']"
"Managing G Suite 日本語版","None",0,1,0,0,"['Computer Science', 'Computer Security and Networks']"
"Методологические проблемы психологии","4.9",0,1,0,0,"['Health', 'Psychology']"
"Венчурный капитал","4.5",1,0,0,0,"['Business', 'Finance']"
"How Music Can Change Your Life","4.7",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Applied Plotting, Charting & Data Representation in Python","4.5",0,0,1,0,"['Data Science', 'Data Analysis']"
"Content Strategy for Professionals: Capstone Project","4.7",0,0,1,0,"['Business', 'Marketing']"
"Project Management Project","4.8",1,0,0,0,"['Business', 'Business Essentials']"
"Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn)","4.9",1,0,0,0,"['Personal Development', 'Personal Development']"
"Algorithms on Strings","4.5",0,0,1,0,"['Computer Science', 'Algorithms']"
"Como criar jogos 2D para iPhone e iPad","4.3",0,0,1,0,"['Computer Science', 'Mobile and Web Development']"
"Global Warming II: Create Your Own Models in Python","4.2",1,0,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Python Programming: A Concise Introduction","4.6",0,1,0,0,"['Computer Science', 'Software Development']"
"Les Fondamentaux de la Négociation","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Introduction to the Biology of Cancer","4.8",0,1,0,0,"['Health', 'Basic Science']"
"Marketing Mix Implementation Capstone","4.6",0,0,1,0,"['Business', 'Marketing']"
"Home Networking Basics","4.7",0,1,0,0,"['Information Technology', 'Networking']"
"America's Written Constitution","4.7",1,0,0,0,"['Social Sciences', 'Governance and Society']"
"Convolutional Neural Networks in TensorFlow","4.7",0,0,1,0,"['Data Science', 'Machine Learning']"
"Fashion-иллюстрация: Скетчинг","None",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Ebola : Vaincre ensemble !","4.4",1,0,0,0,"['Health', 'Public Health']"
"Stanford's Short Course on Breastfeeding","4.7",0,1,0,0,"['Health', 'Patient Care']"
"Social Media Advertising","None",0,1,0,0,"['Business', 'Marketing']"
"Foundations of Health Equity Research","None",0,1,0,0,"['Health', 'Public Health']"
"Gabriel García Márquez entre el poder, la historia y el amor","4.9",0,1,0,0,"['Arts and Humanities', 'History']"
"Get Organized: How to be a Together Teacher","4.7",1,0,0,0,"['Social Sciences', 'Education']"
"Transferencia tecnológica: De la investigación al mercado.","4.8",0,1,0,0,"['Business', 'Marketing']"
"Введение в лазерные технологии","5",0,0,1,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Becoming Part of the Globalised Workplace","4",1,0,0,0,"['Personal Development', 'Personal Development']"
"Hardware Security","4.1",1,0,0,0,"['Computer Science', 'Computer Security and Networks']"
"Management Skills for International Business","4.6",1,0,0,0,"['Business', 'Leadership and Management']"
"Cognición encarnada","None",1,0,0,0,"['Computer Science', 'Algorithms']"
"Principles of Computing (Part 1)","4.8",0,0,1,0,"['Computer Science', 'Software Development']"
"A Voice of Their Own. Women's Spirituality in the Middle Ages.","4.6",0,1,0,0,"['Arts and Humanities', 'History']"
"An Introduction to Accessibility and Inclusive Design","4.5",0,1,0,0,"['Information Technology', 'Support and Operations']"
"Photography Techniques: Light, Content, and Sharing","4.8",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Akademiskt skrivande","5",0,1,0,0,"['Language Learning', 'Other Languages']"
"Writing a Personal Essay","4.3",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Visual Analytics with Tableau","4.5",0,1,0,0,"['Data Science', 'Data Analysis']"
"Nanotechnology and Nanosensors, Part1","4.5",1,0,0,0,"['Physical Science and Engineering', 'Chemistry']"
"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective","4.4",1,0,0,0,"['Business', 'Business Essentials']"
"Asset Creation and Management","4.8",0,0,1,0,"['Computer Science', 'Design and Product']"
"Data Structures and Performance","4.8",0,0,1,0,"['Computer Science', 'Algorithms']"
"Calculus: Single Variable Part 3 - Integration","4.8",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"AIDS: Fear and Hope","4.8",1,0,0,0,"['Health', 'Patient Care']"
"Client Needs and Software Requirements","4.7",1,0,0,0,"['Computer Science', 'Design and Product']"
"Designing Your Personal Weight Loss Plan","4.2",0,1,0,0,"['Personal Development', 'Personal Development']"
"Successful Negotiation: Essential Strategies and Skills","4.7",1,0,0,0,"['Business', 'Business Essentials']"
"Healthcare Marketplace","4.4",0,1,0,0,"['Business', 'Finance']"
"Научные тексты — учимся писать на русском и английском","4.6",0,1,0,0,"['Social Sciences', 'Education']"
"Réussir le Changement","4.5",1,0,0,0,"['Business', 'Leadership and Management']"
"Introduction to User Experience Design","4.5",0,1,0,0,"['Computer Science', 'Design and Product']"
"Our Earth's Future","4.7",1,0,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Developing FPGA-accelerated cloud applications with SDAccel: Theory","4.6",0,0,1,0,"['Computer Science', 'Design and Product']"
"Thermodynamique : fondements","4.6",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Evolution Today","4.5",0,1,0,0,"['Health', 'Basic Science']"
"Executive Data Science Capstone","4.7",1,0,0,0,"['Business', 'Leadership and Management']"
