"Name","Rating","Difficulty_None","Difficulty_Beginner Level","Difficulty_Intermediate Level","Difficulty_Advanced Level","Tags"
"International migrations: a global issue","4.6",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Poverty & Population: How Demographics Shape Policy","4.8",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Essential Cloud Infrastructure: Core Services en Español","4.8",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"Initiation à la programmation (en C++)","4.8",0,1,0,0,"['Computer Science', 'Software Development']"
"Introduction to Structured Query Language (SQL)","4.8",0,0,1,0,"['Computer Science', 'Mobile and Web Development']"
"Spanish Vocabulary: Cultural Experience","4.7",0,1,0,0,"['Language Learning', 'Other Languages']"
"Философия культуры (Philosophy of Culture)","4.6",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Diabetes - a Global Challenge","4.7",1,0,0,0,"['Health', 'Public Health']"
"Hybrid Cloud Multi-Cluster with Anthos","4.9",0,0,0,1,"['Information Technology', 'Cloud Computing']"
"Information & Digital Literacy for University Success","4.6",0,1,0,0,"['Social Sciences', 'Education']"
"Mathematical Foundations for Cryptography","4.7",0,1,0,0,"['Computer Science', 'Computer Security and Networks']"
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more","4.7",1,0,0,0,"['Business', 'Marketing']"
"Mathematics for Machine Learning: Linear Algebra","4.7",0,1,0,0,"['Data Science', 'Machine Learning']"
"Inferential Statistical Analysis with Python","4.4",0,0,1,0,"['Data Science', 'Data Analysis']"
"Психология признания и самозанятости","4.1",0,1,0,0,"['Personal Development', 'Personal Development']"
"Big Data, Genes, and Medicine","4.2",0,0,0,1,"['Health', 'Health Informatics']"
"e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age","4.5",1,0,0,0,"['Social Sciences', 'Education']"
"Smart Cities – Management of Smart Urban Infrastructures","4.6",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"L'impact investing : être acteur","4.7",1,0,0,0,"['Business', 'Entrepreneurship']"
"Introduction to Portfolio Construction and Analysis with Python","4.9",1,0,0,0,"['Business', 'Finance']"
"Mathematics for economists","4.5",0,0,1,0,"['Math and Logic', 'Math and Logic']"
"Engineering Practices for Building Quality Software","None",1,0,0,0,"['Computer Science', 'Software Development']"
"Federal Taxation I: Individuals, Employees, and Sole Proprietors","4.9",0,0,1,0,"['Business', 'Business Essentials']"
"Project: Multiple Linear Regression with scikit-learn","3.8",0,1,0,0,"['Data Science', 'Machine Learning']"
"Health Care Innovation","4.6",1,0,0,0,"['Health', 'Healthcare Management']"
"Fundamentals of Graphic Design","4.8",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Presentation skills: Speechwriting and Storytelling","4.6",1,0,0,0,"['Personal Development', 'Personal Development']"
"Mapas conceituais para aprender e colaborar","4.9",0,1,0,0,"['Personal Development', 'Personal Development']"
"Asymmetric Cryptography and Key Management","4.5",0,0,1,0,"['Computer Science', 'Computer Security and Networks']"
"Desarrollando tu musicalidad","4.8",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation","4.9",0,0,1,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Введение в биоинформатику (Introduction to Bioinformatics)","4.5",0,1,0,0,"['Health', 'Health Informatics']"
"The Science of Well-Being","4.9",1,0,0,0,"['Personal Development', 'Personal Development']"
"Building Your Leadership Skills","4.5",1,0,0,0,"['Business', 'Leadership and Management']"
"Cities are back in town : urban sociology for a globalizing urban world","4.5",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Doing Business in Europe","4.4",0,1,0,0,"['Business', 'Business Strategy']"
"Introduction to Self-Driving Cars","4.8",0,0,0,1,"['Computer Science', 'Software Development']"
"c#高级编程","4.7",0,0,1,0,"['Computer Science', 'Software Development']"
"Achieving Advanced Insights with BigQuery","4.7",0,1,0,0,"['Information Technology', 'Data Management']"
"Process Mining: Data science in Action","4.8",0,0,1,0,"['Data Science', 'Data Analysis']"
"Building a Toolkit for Your Sales Process","4.7",0,1,0,0,"['Business', 'Business Essentials']"
"The Data Science of Health Informatics","4.8",0,1,0,0,"['Health', 'Health Informatics']"
"Leadership d'excellence par le sport de haut niveau","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Теория функций комплексного переменного","None",0,0,1,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Understanding Cancer Metastasis","4.8",0,1,0,0,"['Health', 'Basic Science']"
"Interprofessional Healthcare Informatics","4.4",1,0,0,0,"['Data Science', 'Data Analysis']"
"Stories of Infection","4.9",0,0,1,0,"['Health', 'Public Health']"
"Big Data Essentials: HDFS, MapReduce and Spark RDD","4",0,0,1,0,"['Computer Science', 'Software Development']"
"Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs","4.2",0,1,0,0,"['Business', 'Entrepreneurship']"
"Aprender","4.8",1,0,0,0,"['Social Sciences', 'Education']"
"Engineering Project Management: Scope, Time and Cost Management","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Healthcare Marketplace Capstone","4.8",1,0,0,0,"['Business', 'Finance']"
"Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I)","4.8",0,0,1,0,"['Health', 'Healthcare Management']"
"Java for Android","4.5",0,1,0,0,"['Computer Science', 'Mobile and Web Development']"
"Data Analysis and Presentation Skills: the PwC Approach Final Project","4.7",0,1,0,0,"['Data Science', 'Data Analysis']"
"Global Health Security, Solidarity and Sustainability through the International Health Regulations","4.9",0,0,1,0,"['Health', 'Public Health']"
"Customer Insights: New Product Development Orientation","4.5",0,1,0,0,"['Business', 'Marketing']"
"Internet Giants: The Law and Economics of Media Platforms","4.8",1,0,0,0,"['Social Sciences', 'Law']"
"Chemistry","4.7",1,0,0,0,"['Physical Science and Engineering', 'Chemistry']"
"Grant Proposal","4.6",0,0,1,0,"['Language Learning', 'Learning English']"
"Browser-based Models with TensorFlow.js","4.7",0,0,1,0,"['Computer Science', 'Software Development']"
"Providing Social, Emotional, Behavioral, and Special Education Services in School","4.9",0,1,0,0,"['Health', 'Public Health']"
"Imagining Other Earths","4.8",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Gut Check: Exploring Your Microbiome","4.7",1,0,0,0,"['Health', 'Basic Science']"
"Design of High-Performance Optical Systems","4.2",0,0,0,1,"['Physical Science and Engineering', 'Electrical Engineering']"
"Collaborative Robot Safety: Design & Deployment","4.6",0,1,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Математика и Python для анализа данных","4.8",0,1,0,0,"['Data Science', 'Data Analysis']"
"Структура капитала компании","4.8",1,0,0,0,"['Business', 'Finance']"
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization","4.9",0,1,0,0,"['Data Science', 'Machine Learning']"
"Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences","4.6",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"Meditation: A way to achieve your goals in your life","4.6",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Planet Earth...and You!","4.8",0,1,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Interview Research and Preparation","4.6",0,0,1,0,"['Business', 'Business Essentials']"
"Customer Insights: Quantitative Techniques","4.3",1,0,0,0,"['Business', 'Marketing']"
"Accessibility to the Scenic Arts","None",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Python for Data Science and AI","4.6",0,1,0,0,"['Data Science', 'Data Analysis']"
"MRI Fundamentals","4.7",0,0,1,0,"['Health', 'Research']"
"First Step Korean","4.8",0,1,0,0,"['Language Learning', 'Other Languages']"
"GIS Data Formats, Design and Quality","4.9",0,0,1,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Health Concepts in Chinese Medicine","4.7",0,1,0,0,"['Health', 'Patient Care']"
"Designing the Future of Work","4.8",0,1,0,0,"['Business', 'Business Strategy']"
"Возможно ли воспитать детей «правильно»?","4.9",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Global Energy and Climate Policy","4.6",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Digital Media and Marketing Principles","4.2",1,0,0,0,"['Business', 'Marketing']"
"Saúde Baseada em Evidências","4.9",0,1,0,0,"['Health', 'Healthcare Management']"
"Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro","4.7",0,0,1,0,"['Computer Science', 'Software Development']"
"Дизайн-методология: управление вдохновением (Design-methodology. Inspiration management)","4.6",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"More on Change and Sustainability","5",0,1,0,0,"['Business', 'Leadership and Management']"
"Desarrollo de aplicaciones con Android","4.5",0,0,1,0,"['Computer Science', 'Mobile and Web Development']"
"Современная комбинаторика (Modern combinatorics)","4.9",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Innovar","4.8",0,1,0,0,"['Business', 'Business Essentials']"
"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)","4.6",0,1,0,0,"['Personal Development', 'Personal Development']"
"Auditing I: Conceptual Foundations of Auditing","4.5",1,0,0,0,"['Business', 'Business Essentials']"
"Configuration Management and the Cloud","None",0,1,0,0,"['Information Technology', 'Cloud Computing']"
"Ebola Virus Disease: An Evolving Epidemic","4.7",1,0,0,0,"['Health', 'Public Health']"
"Running Product Design Sprints","4.6",0,0,1,0,"['Computer Science', 'Design and Product']"
"Economic Growth and Distributive Justice Part I -The Role of the State","4.7",1,0,0,0,"['Social Sciences', 'Law']"
"Introduction to FPGA Design for Embedded Systems","4.6",0,0,1,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Russia and Nuclear Arms Control","4.6",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Educación en Contextos Rurales: Perspectivas en América Latina","4.9",0,1,0,0,"['Social Sciences', 'Education']"
"Understanding and Visualizing Data with Python","4.6",0,1,0,0,"['Data Science', 'Data Analysis']"
"Villes africaines I: Introduction à la planification urbaine","4.8",0,0,1,0,"['Social Sciences', 'Governance and Society']"
"Learn to Program: Crafting Quality Code","4.6",1,0,0,0,"['Computer Science', 'Software Development']"
"Social Business Model and Planning for Social Innovation","4.6",0,1,0,0,"['Business', 'Entrepreneurship']"
"Understanding Prostate Cancer","4.8",0,1,0,0,"['Health', 'Patient Care']"
"Здоровье семьи: загадки родословной","None",0,1,0,0,"['Health', 'Psychology']"
"Bienestar, equidad y derechos humanos","4.8",0,1,0,0,"['Health', 'Psychology']"
"Introduction to XR: VR, AR, and MR Foundations","4.3",0,1,0,0,"['Computer Science', 'Design and Product']"
"Coaching Conversations","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Applying Machine Learning to your Data with GCP 日本語版","None",0,0,1,0,"['Information Technology', 'Data Management']"
"Big History - From the Big Bang until Today","4.6",0,1,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"The Blues: Understanding and Performing an American Art Form","4.8",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Patrocinio Deportivo","4.6",0,1,0,0,"['Business', 'Marketing']"
"Greening the Economy: Lessons from Scandinavia","4.7",0,1,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Rapid Gameplay Prototyping","3.9",0,0,0,1,"['Computer Science', 'Design and Product']"
"Preparing for the Google Cloud Professional Data Engineer Exam","4.6",0,0,0,1,"['Information Technology', 'Cloud Computing']"
"¿Cómo (nos) cambia la Tecnología?","4.3",0,1,0,0,"['Computer Science', 'Design and Product']"
"Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles","None",0,1,0,0,"['Personal Development', 'Personal Development']"
"Финансовые рынки и институты (Financial Markets and Institutions)","4.9",1,0,0,0,"['Social Sciences', 'Economics']"
"Introduction to the Orbital Perspective","4.5",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Business Transformation with Google Cloud","4.7",0,1,0,0,"['Business', 'Business Strategy']"
"Internet Connection: How to Get Online?","4.7",0,1,0,0,"['Information Technology', 'Networking']"
"Luther and the West","4.5",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"Game Development for Modern Platforms","4.8",1,0,0,0,"['Computer Science', 'Software Development']"
"Political Governance and Public Policy in Russia","4.6",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Les transitions énergétique-écologiques dans les pays du Sud","4.8",0,0,1,0,"['Social Sciences', 'Economics']"
"Эксподизайн: проектирование музейной экспозиции в диалогах дизайнера и музеолога","None",0,1,0,0,"['Personal Development', 'Personal Development']"
"创新思维","4.6",1,0,0,0,"['Personal Development', 'Personal Development']"
"Introduction to International Criminal Law","4.8",1,0,0,0,"['Social Sciences', 'Law']"
"创作吧！微影人！","None",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Спортивное программирование","4.7",0,1,0,0,"['Computer Science', 'Algorithms']"
"Business Implications of AI: A Nano-course","None",0,0,0,1,"['Business', 'Leadership and Management']"
"Planning a Patient Safety or Quality Improvement Project (Patient Safety III)","4.7",1,0,0,0,"['Health', 'Healthcare Management']"
"Computational Vision","None",0,1,0,0,"['Computer Science', 'Algorithms']"
"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials ","4.9",0,1,0,0,"['Social Sciences', 'Education']"
"Explorando os recursos educacionais da Khan Academy","4.8",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Getting Started With Music Theory","4.5",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Fundamentals of Macroscopic and Microscopic Thermodynamics","None",0,0,0,1,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Successful Career Development","4.5",0,1,0,0,"['Personal Development', 'Personal Development']"
"Copyright for Multimedia","4.7",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
